Maps/kanto_cities.png
936,935,936,61,61,6,61,61,61,1328,148,149,150,1326,1326,1326,1327,3,3,6,61,6,6,61,61,3,6,61,61,61,3,3,3,61,3,61,61,61,61,1921,1922,1923,1924,1925,1319,61,3,3,3,943,
944,943,944,6,61,61,6,61,61,61,148,149,150,6,6,6,3,3,3,3,61,5,6,61,3,61,61,6,61,3,6,3,61,61,61,61,61,61,61,1929,1930,1931,1932,1933,1319,61,61,61,61,935,
936,935,936,6,6,61,6,61,61,6,148,149,150,6,6,61,3,3,3,3,5,3,5,61,3,61,61,6,61,3,3,61,61,61,61,3,3,61,61,148,149,150,1326,1326,1327,61,61,3,61,943,
944,943,944,6,61,61,61,140,141,141,175,149,150,6,61,3,61,6,6,3,5,6,6,3,3,3,3,3,5,61,3,3,61,3,61,3,3,3,61,148,149,150,3,61,61,61,61,3,61,935,
936,935,936,61,61,61,6,148,149,215,157,157,158,61,61,3,61,61,61,3,3,3,3,3,3,5,61,3,3,3,61,61,61,61,61,61,61,61,61,148,149,150,3,3,3,3,61,3,3,943,
944,943,944,61,6,61,61,148,149,150,61,61,61,61,61,3,3,3,3,3,6,6,3,6,3,3,3,3,61,61,61,3,3,3,61,3,61,61,3,148,149,150,61,61,61,61,61,3,61,935,
936,935,936,61,6,61,6,148,149,150,1905,1906,1907,1908,1909,5,61,61,61,1905,1906,1907,1908,1909,5,5,5,3,3,61,3,3,61,61,61,61,61,3,3,148,149,150,61,3,61,61,61,61,61,943,
944,943,944,61,61,61,6,148,149,150,1913,1914,1915,1916,1917,1319,61,61,61,1913,1914,1915,1916,1917,1319,61,3,6,61,61,3,61,3,3,61,61,61,6,6,148,149,150,61,61,61,3,61,61,61,935,
936,935,936,6,61,6,6,148,149,150,1921,1922,1923,1924,1925,1319,61,61,61,1921,1922,1923,1924,1925,1319,61,3,6,3,61,61,61,61,61,140,141,141,141,141,175,149,150,61,61,61,61,61,3,3,943,
944,943,944,6,61,6,6,148,149,150,1929,1930,1931,1932,1933,1319,61,61,61,1929,1930,1931,1932,1933,1319,5,3,6,61,3,61,61,6,6,148,149,215,157,157,157,157,158,61,61,61,61,3,61,61,935,
936,935,936,61,6,6,3,148,149,150,148,149,150,1326,1326,1327,3,61,3,148,149,150,1326,1326,1327,3,3,3,3,140,141,141,141,141,175,149,150,61,61,61,61,3,61,61,61,3,3,3,61,943,
944,943,944,6,6,61,6,148,149,150,148,149,150,6,6,6,6,6,6,148,149,150,6,6,6,6,61,6,6,148,149,215,157,157,157,157,158,61,61,61,61,61,61,61,61,61,3,61,61,935,
936,935,936,6,61,61,6,148,149,176,175,149,176,141,141,141,141,141,141,175,149,176,141,141,141,141,141,141,141,175,149,150,61,61,61,61,61,61,3,61,3,61,61,61,3,61,3,61,3,943,
3191,3191,3191,3191,3191,1107,61,148,149,149,215,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,158,61,61,61,3,3,61,3,61,61,61,3,61,61,3,61,61,61,935,
1114,1114,1114,1114,1114,1115,6,148,149,149,150,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,6,3,3,3,3,3,61,61,61,61,3,3,61,61,61,3,61,61,3,61,61,61,943,
3754,3754,3754,3754,1114,1115,6,3,1489,1490,3,3,61,61,3,3,3,61,61,3,3,5,5,5,3,3,3,3,3,3,61,61,61,61,3,61,3,61,61,3,61,3,61,61,61,61,61,61,61,935,
936,935,936,6,3745,1114,1106,1106,1497,1498,1106,1106,3739,6,5,3,61,6,5,3,3,3,3,3,3,61,3,6,61,3,5,61,61,61,61,61,61,61,3,61,61,3,61,3,3,61,61,61,61,943,
944,943,944,3,3753,3754,3754,3754,1497,1498,1114,1114,1114,3739,5,3,5,3,3,3,3,61,5,5,3,3,61,6,61,61,5,3,61,61,61,61,3,3,61,61,3,6,3,61,61,3,61,3,61,935,
936,935,936,6,6,6,6,3,1505,1506,3753,3754,1114,1114,3,6,3,6,3,3,3,61,5,3,3,3,61,6,61,3,5,61,1489,1490,61,3,3,61,3,61,61,3737,1106,1106,1106,1106,1106,1106,1106,1106,
944,943,944,3,6,6,3,148,149,149,150,3,3745,1114,61,61,3,61,3,61,61,3,3,3,61,61,61,3737,1106,1106,1106,1106,1497,1498,1106,1106,1106,1106,1106,1106,1106,1114,1114,1114,1114,1114,1114,1114,1114,1114,
936,935,936,6,3,3,3,148,149,149,150,3,3745,1114,1106,1106,1106,1106,1106,1106,3739,3,3,3737,1106,1106,1106,1114,1114,1114,1114,1114,1497,1498,1114,1114,1114,1114,1114,1114,1114,1114,3754,3754,3754,3754,3754,3754,3754,3754,
944,943,944,6,3,6,3,148,149,149,150,3,3745,1114,1114,1114,1114,1114,1114,1114,1114,1106,1106,1114,1114,1114,1114,1114,3754,3754,3754,3754,1497,1498,3754,3754,1114,1114,1114,3754,3754,3755,3,6,6,3,6,6,3,935,
936,935,936,6,6,6,3,148,149,149,150,3,3753,3754,3754,3754,3754,3754,1114,1114,1114,1114,1114,1114,1114,3754,3754,3755,61,3,3,53,1505,1506,53,53,3753,3754,3755,3,6,3,3,3,3,6,3,3,3,943,
944,943,944,6,3,3,3,148,149,149,150,3,6,61,61,61,6,61,3753,3754,3754,1114,1114,1114,3747,3,6,6,6,3,6,148,149,149,150,3,6,6,6,3,3,3,3,1332,1326,1326,1326,1326,1326,935,
936,935,936,6,3,44,3,148,149,149,150,44,44,6,61,61,6,6,6,3,3,3753,1114,1114,3747,6,6,3,6,6,6,148,149,149,150,6,6,6,6,6,6,3,6,1320,3,6,3,3,3,943,
944,943,944,3,3,44,44,148,149,149,150,3,6,6,61,61,61,6,6,3,3,3,3753,1114,3747,6,3,3,6,6,3,148,149,149,150,3,3,6,3,1326,1326,1326,1326,1325,3,6,3,3,6,935,
936,935,936,3,3,3,3,148,149,149,150,3,6,61,61,61,6,6,3,3,6,3,6,3745,3747,6,6,6,6,3,6,148,149,149,150,3,3,6,3,3,3,6,3,6,3,3,3,6,6,943,
944,943,944,6,6,3,6,148,149,149,150,6,61,6,61,6,3,6,3,6,6,6,3,3745,3747,6,3,6,6,6,3,148,149,149,150,3,6,6,3,1857,1858,1859,1860,1861,1862,1863,6,6,6,935,
936,935,936,6,3,6,6,148,149,149,176,141,141,141,141,141,141,141,141,141,141,141,1499,1500,1500,1501,141,141,141,141,141,175,149,149,150,6,6,3,3,1865,1866,1867,1868,1869,1870,1871,6,6,6,943,
944,943,944,3,6,6,3,148,149,215,157,157,157,157,1817,1818,1819,1820,1821,157,157,157,1507,1508,1508,1509,157,157,157,157,157,157,216,149,150,61,6,3,6,1873,1874,1875,1876,1877,1878,1879,6,6,6,935,
936,935,936,6,3,6,6,148,149,150,3,3,6,61,1825,1826,1827,1828,1829,3,3,3,3,3745,3747,3,3,3,6,6,6,61,148,149,150,61,61,6,1888,1881,1882,1883,1884,1885,1886,1887,6,3,3,943,
944,943,944,6,6,6,6,148,149,150,3,6,3,1320,1833,1834,1835,1836,1837,3,6,3,3,3745,1114,3739,6,6,6,6,6,61,148,149,150,61,61,6,1896,1889,1890,1891,1892,1893,1894,1895,3,3,6,935,
936,935,936,3,3,3,6,148,149,150,3,3,6,1320,1841,1842,1843,1844,1845,1888,6,3,3,3745,1114,3747,6,6,6,3,6,61,148,149,150,3,6,61,61,1326,1326,148,149,150,1326,1326,1326,1326,1326,943,
944,943,944,6,6,6,6,148,149,150,3,6,3,1320,1849,1850,1851,1852,1853,1896,3,6,3737,1114,1114,1114,3739,6,6,6,6,61,148,149,176,141,141,141,141,141,141,175,149,150,6,3,6,6,6,935,
936,935,936,3,3,6,3,148,149,150,3,6,3,1328,148,149,150,1318,1318,6,6,6,3745,1114,1114,1114,3747,3,6,3,6,6,156,157,157,157,157,157,157,157,157,157,157,158,3,6,3,3,3,943,
944,943,944,6,6,3,3,148,149,176,141,141,141,141,175,149,150,6,6,3,6,6,3745,1114,1114,1114,3747,6,6,3,6,6,61,6,3,6,61,6,6,6,61,6,61,6,3,6,3,6,6,935,
952,951,952,3,6,6,6,156,157,157,157,157,157,157,157,157,158,3,3,6,3,6,3745,1114,1114,1114,3747,3,3,6,61,61,61,6,6,3,6,61,61,61,61,61,61,61,6,3,3,6,6,943
